,Address,Phone Number,Timings,State,Latitude,Longitude
17, KFC Lakshmipuram Main Road Plot No 5/87/92Lakshmipuram Main RoadGuntur - 522007,+918042754444, 11:00 PM,Andhra-Pradesh,16.310181,80.43053999999999
18," KFC Guntur Road Shop No 2, Ravi Priya Mall & MultiplexGuntur RoadOngole - 523001",+918042754444, 11:00 PM,Andhra-Pradesh,15.5200079,80.0476343
19," KFC Ambedkar Nagar Ground Floor, MGB Felicity MallAmbedkar NagarNellore - 524003",+918042754444, 07:00 PM,Andhra-Pradesh,14.432297,79.96707000000001
20," KFC Dwaraka Nagar DN 8/1/20/A, Vinayagar Vajjhala Square, GVMC line, Aselmetta JnDwaraka NagarVisakhapatnam - 530003 Opposite to RTC Complex",+918042754444, 11:00 PM,Andhra-Pradesh,17.724085,83.30865
21, KFC KFC Nad Vishakapatnam Baji JunctionNad Kotha RoadVisakhapatnam - 530009 Opposite Vijetha Super Market,+919030802456, 11:00 PM,Andhra-Pradesh,17.748611,83.2294781
22," KFC Maddlipalem Shop No 1 & 2, GF, Central MallMaddlipalemVisakhapatnam - 530013",+918042754444, 11:00 PM,Andhra-Pradesh,17.734266,83.31859
23," KFC KFC Diamond Park Main Road, DondaparthyDwarakanagarVisakhapatnam - 530016",+919063030352, 11:00 PM,Andhra-Pradesh,17.725645,83.303572
24," KFC MVP Colony No 1/83, Plot No 2, Ground Floor, MVP Double Road, Sector 3MVP ColonyVisakhapatnam - 530017",+918042754444, 11:00 PM,Andhra-Pradesh,17.73564094,83.33370331
25," KFC Suryabagh NTS No 1678, Block No 47, AlipuramSuryabaghVisakhapatnam - 530020",+918042754444, 11:00 PM,Andhra-Pradesh,17.712487,83.30119999999999
26," KFC Gajuwaka No 10/8/5, 6/12, CMR Mall, GNT RoadGajuwakaVisakhapatnam - 530044 Besides Mangalagiri Complex",+918042754444, 11:00 PM,Andhra-Pradesh,17.685264,83.2117645
27, KFC KFC-Duvvada Main RoadKurmannapalemVisakhapatnam - 530046,+918639179520, 11:00 PM,Andhra-Pradesh,17.696822,83.163079
28," KFC KFC Anakapalli 11/1/35 & 36, KSR Trade Center, Main RoadAnakapalliAnakapalle - 531001 Near SKPT Jn",+916305097146, 11:00 PM,Andhra-Pradesh,17.687946,83.002727
29," KFC Ram Lakshman Junction H No 7/3/22, Survey No 2020/3CRam Lakshman JunctionSrikakulam - 532001",+918042754444, 11:00 PM,Andhra-Pradesh,18.299475,83.90450800000001
30," KFC Ramanayyapeta No 82, SRMT Mall & MultiplexRamanayyapetaKakinada - 533005 Near Sarpavaram Juncttion",+918042754444, 11:00 PM,Andhra-Pradesh,16.997904,82.24346300000001
31," KFC Syamala Nagar Shop No 79/7/13, Big Bazaar RoadSyamala NagarRajahmundry - 533103",+918042754444, 11:00 PM,Andhra-Pradesh,17.005664,81.7919563
32," KFC Rajanagaram Ground Floor, Lakshmi Puram, NH 16RajanagaramEast Godavari - 533296 Beside GSL Dental College",+918042754444, 11:00 PM,Andhra-Pradesh,17.068639,81.884361
33," KFC JP Road No 7/213, Ground FloorJP RoadBhimavaram - 534204",+918042754444, 11:00 PM,Andhra-Pradesh,16.5417387,81.50213960000001
34," KFC Gundugolanu NH 16, KomirepalleGundugolanuWest Godavari - 534427",+918042754444, 11:00 PM,Andhra-Pradesh,16.77894708,81.2205036
35," KFC KFC - Vijaynagraram, AP Sri Vishnu International Hotel, RTC Cplx Area, Siddarth NgrBalaji NagarVizianagaram - 535001 Tankbund Road",+918042754444, 11:00 PM,Andhra-Pradesh,18.1081311,83.399911
36, KFC KFC Pashighat Arunachal Pradesh NH 513PasighatEast Siang - 791102 Opposite Pasighat Jail,+918042754444, 09:00 PM,Arunachal-Pradesh,28.056356,95.3316544
37," KFC Sector A Hotel Tosum, Helipad Road, Papum PareSector ANaharlagun - 791110",+918042754444, 11:00 PM,Arunachal-Pradesh,27.108281,93.69725200000001
38, KFC Papum Pare Zero Point TinaliPapum ParePapum Pare - 791111 Near Hotel Moomsie,+918042754444, 09:00 PM,Arunachal-Pradesh,27.1017591,93.6294901
39, KFC KFC Ziro Arunachal Pradesh Lower SubansiriSiiring Pakho ColonyLower Subansiri - 791120 Near DKGHS School,+919711781554, 09:00 PM,Arunachal-Pradesh,27.5440001,93.8192001
40," KFC Premtola Goldighi Mall, 3rd Floor, Central RoadPremtolaGuwahati - 781001",+918042754444, 11:00 PM,Assam,26.17266,91.75628
41," KFC GS Road Counter No 5, 6, 7, City Centre Mall, 3rd Floor, Food CourtGS RoadGuwahati - 781005",+918042754444, 11:00 PM,Assam,26.1572,91.7778129999999
42," KFC Walford Dynesty Christian Basti, GS RdWalford DynestyGuwahati - 781005",+918042754444, 05:00 PM,Assam,26.154242,91.780699
43," KFC Ulubari Adityam Building, South Sarania, GS Rd, Lalchit NagarUlubariGuwahati - 781007",+918042754444, 11:00 PM,Assam,26.172469,91.76007300000001
44," KFC Paltan Bazar Grand Plaza, Assam Trunk RdPaltan BazarGuwahati - 781008",+918042754444, 11:00 PM,Assam,26.179908,91.751391
45," KFC KFC Suncity Adabari Ground Floor, Suncity ComplexBijarnia HardwareKamrup - 781012 Opposite Adabari Bus Stand",+918042754444, 10:00 PM,Assam,26.158437,91.682888
46, KFC KFC - Airport Ghy Guwahati AirportVIP RoadKamrup - 781015,+918042754444, 11:00 PM,Assam,26.101497,91.596086
47," KFC Tiniali Shop No 3, 1st Floor, Parnil Palace RG Baruah RoadTinialiKamrup - 781024",+918042754444, 11:00 PM,Assam,26.1743009,91.7770474
48," KFC Hatigaon Dag No 185, Patta No 111, Mouza BeltolaHatigaonKamrup - 781028",+918042754444, 11:00 PM,Assam,26.136272,91.79090600000001
49," KFC KFC Bhetapara 48, Ground Floor, Bhetapara Charali RagdhaliHatigaonKamrup - 781028 Opposite Khan Tailor",+918042754444, 11:00 PM,Assam,26.0717101,91.4713501
50, KFC KFC Itachali Nagaon Ghanshyam Baruah RoadNagaonNagaon - 782003,+918042754444, 11:00 PM,Assam,26.2349416,92.6936848
51," KFC KFC Diphu Assam Bazar, MG RoadDiphuDiphu - 782460 Near Galaxy Cinema",+918042754444, 09:00 PM,Assam,25.840955,93.438335
52, KFC KFC Bongaigaon Universal Studios MallChapagudiBongaigaon - 783385,+918042754444, 11:00 PM,Assam,26.501654,90.552556
53," KFC KFC Tezpur Ground Floor, Mission CharialiKetekibariSonitpur - 784154",+918042754444, 10:00 PM,Assam,26.655438,92.772615
54," KFC KFC Jorhat Holding No 284, Ward No 7, Gr Flr, Dag No 4327, Block No 1Gar AliJorhat - 785001 Near Pantaloons",+918929915216, 10:00 PM,Assam,26.754011,94.218503
55," KFC HS Road Ground Floor, Ranghar Plaza Mall, RKB PathHS RoadDibrugarh - 786001",+918042754444, 10:00 PM,Assam,27.4801,94.904821
56, KFC KFC Tinsukia Ground FloorMunicipal MarketTinsukia - 786125,+918527934848, 11:00 PM,Assam,27.483801,95.888801
57," KFC KFC Ambuja Mall CCPT/B0301, Ambuja City Centre MallLodhipur, Block BPatna - 800001",+919457729355, 10:00 PM,Bihar,25.61818886,85.13502502
58," KFC Boring Road Shop No A, Metro Mall, Rajapull ChourahaBoring RoadPatna - 800001",+918042754444, 11:00 PM,Bihar,25.62322,85.12478
59," KFC New Paharpur Anisabad, NH 139New PaharpurPatna - 800002",+918042754444, 11:00 PM,Bihar,25.581809,85.08834
60," KFC Shastri Nagar Regent Theatre, East Gandhi MaidanShastri NagarPatna - 800004",+918042754444, 11:00 PM,Bihar,25.617076,85.14919999999999
61," KFC KFC P & M mall Patna 3rd Floor, P & M Mall, Patliputra ColonyPatliputra Kurji RoadPatna - 800013",+918042754444, 10:00 PM,Bihar,25.594111,85.158875
62," KFC Bailey Road RG Complex, Bihar Veterinary College, Bailey Road, RajabazarJagdeo PathPatna - 800014 Opposite Keshava Palace",+917605028798, 11:00 PM,Bihar,25.605606,85.076367
63," KFC Kankarbagh No 367, Ground Floor, Radhey Shree, Patna Main RoadKankarbaghPatna - 800020",+918042754444, 11:00 PM,Bihar,25.602799,85.15297
64," KFC Danapur Ground Floor, DS Business Park, Bailey RoadDanapur CanttPatna - 801503 Near Saguna More",+917428800662, 11:00 PM,Bihar,25.621391,85.0432311
65," KFC Tulasinagar Colony Atithi Palace, Bank ColonyTulasinagar ColonyBhagalpur - 812002",+918042754444, 11:00 PM,Bihar,25.252798,86.99973300000001
66," KFC Akharaghat Road Holding No 19, Ground Floor, Ward No 17Akharaghat RoadMuzaffarpur - 842001",+918042754444, 11:00 PM,Bihar,26.13109,85.38843799999999
67," KFC KFC - Motihari Bihar S & U Arcade, Arya Samaj RoadBhawanipur ZiratMotihari - 845401",+918042754444, 11:00 PM,Bihar,26.647441,84.927311
68," KFC KFC - Saraswati Nagar Bettiah Supriya Cinema Road, Bagaha Dhala Rd, Saraswati Ngr, Urvashi RoadKamalnath NgrBettiah - 845438 Opposite Union Bank",+918042754444, 11:00 PM,Bihar,26.806261,84.511351
69," KFC Navratan Hatta Ground Floor, V BazarNavratan HattaPurnia - 854302",+918042754444, 11:00 PM,Bihar,25.762956,87.476099
70, KFC Sector 35C Market SCO 425 to 426Sector 35C MarketChandigarh - 160008,+918042754444, 11:00 PM,Chandigarh,30.7224937,76.7614538
71," KFC Sector 15D Shop No 72 & 73, Ground FloorSector 15DChandigarh - 160015",+918042754444, 11:00 PM,Chandigarh,30.754314,76.77036
72," KFC Madhya Marg SCO 1 to 3, Sector 8CMadhya MargChandigarh - 160018",+918042754444, 11:00 PM,Chandigarh,30.740036,76.79209
73, KFC Sector 34 Piccadily mallSector 34Chandigarh - 160022,+918042754444, 11:00 PM,Chandigarh,30.723517,76.76765
74," KFC Phase 1 No 303, 3rd Floor, Elante Reality, Industrial AreaPhase 1Chandigarh - 160101",+918042754444, 11:00 PM,Chandigarh,30.705598,76.80113
75," KFC Junwani Road Ground Floor, Surya Treasure Island MallJunwani RoadBhilai - 490020 Near Apollo BSR Hospital",+918042754444, 11:00 PM,Chhattisgarh,21.2184108,81.3225657
76," KFC Labhandi GB 34B, Gr Flr, Magneto Mall, Khasra No 229/44
R I CircleLabhandiRaipur - 492001 PC No 113/44",+918042754444, 09:00 PM,Chhattisgarh,21.239588,81.68416999999999
77," KFC KFC GE Road Plot No 27, Ground FloorGE RoadRaipur - 492001 Near Anupam Garden",+918042754444, 11:00 PM,Chhattisgarh,21.244411,81.608151
78," KFC Talapara Ground Floor, Rama Magneto Mall, Srikant Verma MargTalaparaBilaspur - 495004",+918042754444, 09:00 PM,Chhattisgarh,22.071606,82.149446
79," KFC Connaught Place No A12, Inner CircleConnaught PlaceNew Delhi - 110001",+918042754444, 11:00 PM,Delhi,28.632847,77.21805000000001
80," KFC Connaught Place No 6 & 7, Scindia House, Outer CircleConnaught PlaceNew Delhi - 110001",+918042754444, 11:00 PM,Delhi,28.629734,77.22011000000001
81," KFC KFC Karol Bagh B 1/8, Apsara Arcade, Main Pusa RoadKarol BaghNew Delhi - 110005",+918042754444, 11:00 PM,Delhi,28.6439101,77.18875101
82," KFC Ajmeri Gate Shop No 1, Pop Hope Food Plaza, New Delhi Railway StationAjmeri GateNew Delhi - 110006",+918042754444, 11:00 PM,Delhi,28.642704,77.221862
83," KFC Kashmere Gate Shop No 10 & 11, Ground FloorKashmere GateNew Delhi - 110006 Next to Metro Station Gate No 1",+919136005856,Closed for the day,Delhi,28.66790509,77.22861688
84," KFC Kamla Nagar Plot No 38, UA Bangalow RoadKamla NagarNew Delhi - 110007",+918042754444, 09:00 PM,Delhi,28.680469,77.20809
85," KFC West Patel Nagar No W2/14, Upper Ground FloorWest Patel NagarNew Delhi - 110008",+918042754444, 09:00 PM,Delhi,28.645535,77.16893
86," KFC Haveli Dhani Woollen Mills, Amirtsar HighwayHaveliNew Delhi - 110009",+918042754444, 11:00 PM,Delhi,28.6537316608721,77.20925930008541
87," KFC Gujranwala Town Plot No B/4, 1st FloorGujranwala TownNew Delhi - 110009 Near Modeltown metro Station",+918042754444, 11:00 PM,Delhi,28.7047737,77.1900325
88, KFC Kirti Nagar Shop No 13Kirti NagarNew Delhi - 110015 Near Metro Station,+918042754444, 11:00 PM,Delhi,28.65493,77.13856
89," KFC Subhash Nagar Shop No 27, 2nd Floor Pacific mallSubhash NagarNew Delhi - 110015",+918042754444, 11:00 PM,Delhi,28.642702,77.10594
90," KFC Malviya Nagar No C5, Ground FloorMalviya NagarNew Delhi - 110017",+918433989205,Closed for the day,Delhi,28.53691924,77.2118935
91," KFC Saket Plot No 4, Ahluwalia House, Community CentreSaketNew Delhi - 110017",+918042754444, 09:00 PM,Delhi,28.52342,77.20769
92," KFC Saket SN 15, 2nd Floor, Select City Walk Mall, My Square Food Court,SaketNew Delhi - 110017",+918042754444, 11:00 PM,Delhi,28.529448,77.219452
93," KFC Nehru Place Lower Ground Floor, TDI Mall, Food Court 01Nehru PlaceNew Delhi - 110019 Near Nehru Place Metro Station",+918042754444, 09:00 PM,Delhi,12.919693,77.68504
94, KFC Kalka Ji No F4Kalka JiNew Delhi - 110019,+918042754444, 09:00 PM,Delhi,28.542163,77.25346999999999
95," KFC DLF South Square Shop No DSS 24 to 29, Ground FloorDLF South SquareNew Delhi - 110023 Opposite Sarojini Nagar Market",+918042754444, 11:00 PM,Delhi,28.576367,77.19513499999999
96," KFC Lajpat Nagar 2 No J23A, Central MarketLajpat Nagar 2New Delhi - 110024",+918042754444,Our Restaurant Is Currently Closed. KFC You Soon!,Delhi,28.569325,77.24276999999999
97," KFC KFC NFC No 7 to 10, Grandley Cinema Complex, Community CenterNew Friends ColonyNew Delhi - 110025",+918042754444, 11:00 PM,Delhi,28.561582,77.268836
98," KFC Rajouri Garden FC2, Epicuria Eros Mall, Shivaji PalaceRajouri GardenNew Delhi - 110027 District Center 10",+918042754444, 11:06 PM,Delhi,28.650924,77.12135600000001
99," KFC NSP Metro Station FCC 10, LGF, Pacific Mall NSP, Concourse LevelNSP Metro StationNew Delhi - 110034",+918042754444, 11:00 PM,Delhi,28.690235,77.150493
100," KFC Pitampura SN 19 & 20, Ground Floor, PP City Center, Plot No 3, Rd No 44, Rani BaghPitampuraNew Delhi - 110034",+918042754444, 11:00 PM,Delhi,28.6893559,77.1344598
101," KFC New Udan Bhawan T3, IGI AirportNew Udan BhawanNew Delhi - 110037",+918042754444, 11:00 PM,Delhi,28.556463,77.08445
102," KFC Terminal 3 Airport Arrival Food Court, Pillar No 17Terminal 3New Delhi - 110037",+918042754444, 11:00 PM,Delhi,28.556463,77.08445
103," KFC KFC Jasola FCC2F17, CPD 48, 2nd Floor, Pacific Mall, Mathura RoadSarita ViharNew Delhi - 110044 Near Jasola Apollo Metro Station",+918042754444, 11:00 PM,Delhi,28.5373401,77.2830201
104," KFC Mahavir Enclave Plot No 4 & 5, KH No 82/18, A Block, Main RoadMahavir EnclaveNew Delhi - 110045",+918042754444, 11:00 PM,Delhi,28.6000647163022,77.0817881215915
105," KFC KFC Ansal plaza Shop No B/6, Ground Floor, Ansal Plaza, Khelgaon MargAndrews GanjNew Delhi - 110049",+918042754444, 11:00 PM,Delhi,28.56279,77.22478
106," KFC East Krishna Nagar A 12, Upper Ground Floor, Swami Dayanand MargEast Krishna NagarNew Delhi - 110051",+918097402240, 11:00 PM,Delhi,28.659271,77.288741
107," KFC Paharganj Plot No 1 , UG Floor, Block 8 , DB Gupta RoadPaharganjNew Delhi - 110055",+918042754444, 11:00 PM,Delhi,28.64545,77.21055
108," KFC KFC Basant Lok No G/05, PVR Priya, Basant Lok 61Vasant ViharNew Delhi - 110057",+918042754444, 11:00 PM,Delhi,28.55759906,77.16434582
109," KFC KFC Janak Cinema No 4 to 6, Janak Cinema, Block C, Community CentreJanak PuriNew Delhi - 110058",+918042754444, 11:00 PM,Delhi,28.611204,77.093687
110, KFC Janak Puri Plot No C1/133Janak PuriNew Delhi - 110058,+918042754444, 09:00 PM,Delhi,28.620879,77.08171
111," KFC Janakpuri West Shop No 8/11, Satyam Complex, District CentreJanakpuri WestNew Delhi - 110058",+918042754444, 11:00 PM,Delhi,28.629802,77.08187
112," KFC Janakpuri Unit No G01 GF & 101, 1st Floor, Unity One Janakpuri, MLCP PlotJanakpuriNew Delhi - 110058",+918042754444, 11:00 PM,Delhi,28.62836,77.07571
113," KFC Uttam Nagar Shop No 167B, Ground Floor, Main RoadUttam NagarNew Delhi - 110059 Opposite Metro Pillar No 672",+918042754444, 11:00 PM,Delhi,28.622463,77.05916499999999
114, KFC KFC Dwarka More No B/2Rama PartNew Delhi - 110059 Near Dwarka more Metro Station,+918042754444, 11:00 PM,Delhi,28.620056,77.036542
115," KFC KFC Restaurant D213, Deoli Road, KhanpurDeoliNew Delhi - 110062",+918042754444, 11:00 PM,Delhi,28.50689969,77.2321483
116," KFC Paschim vihar Shop No 25 & 26, Food Court, Gourmet HubPaschim viharNew Delhi - 110063",+918042754444, 09:00 PM,Delhi,28.633,77.1392
117," KFC Vasant Kunj SN 12 & 13, Gr Flr, Vasant Square Mall, Sun CityVasant KunjNew Delhi - 110070",+918042754444, 11:00 PM,Delhi,28.524866,77.156567
118," KFC Vasantkunj 3rd Floor, Ambience Mall, Food CourtVasantkunjNew Delhi - 110070",+918042754444, 11:00 PM,Delhi,28.541406,77.15479999999999
119," KFC Dwarka, Sector 9 Plot No 230, Service centerDwarka, Sector 9New Delhi - 110075",+918042754444, 11:00 PM,Delhi,28.574579,77.06720300000001
120," KFC Dwarka Unit No G/26, 27, 45 & 46, City Centre, Plot No 5DwarkaNew Delhi - 110075",+918042754444, 09:00 PM,Delhi,28.592133,77.041515
121," KFC Dwarka No FCC/2F/02, 2nd Flr, Pacific Mall, Food Court, Sector 21 Metro StnDwarkaNew Delhi - 110077",+918042754444, 11:00 PM,Delhi,28.5514995,77.0577301
122," KFC Plot No 228, Ground FloorDwarka, Sector 9New Delhi - 110077",+918042754444, 11:00 PM,Delhi,28.574771,77.067604
123," KFC Dwarka Sec 14 Plot No 6, Food Court,Vegas MallDwarka Sec 14New Delhi - 110078",+918042754444, 11:06 PM,Delhi,28.600817,77.029714
124," KFC KFC Rohini Sector 11 Unit No 1, Plot No 6, Garg Trade CentreRohini Sec 11New Delhi - 110085",+918042754444, 11:00 PM,Delhi,28.734394,77.113689
125," KFC Prashant Vihar, Sector 14 Shop No G 12 & 14, Funcity MallPrashant Vihar, Sector 14New Delhi - 110085",+918042754444, 09:00 PM,Delhi,28.71603,77.09558
126," KFC Rohini, Sector 3 Shop No G1 to 8 & 10, PN 15, NN Mall, District Centre, Blk 10Rohini, Sector 3New Delhi - 110085",+918042754444, 11:00 PM,Delhi,28.7016014,77.1168011
127," KFC Rohini No 17, Rohini West Metro Station Cplx, Unity One Rohini, MLCP PlotRohiniNew Delhi - 110085",+918042754444, 11:00 PM,Delhi,28.714871,77.11651999999999
128," KFC SN 24 & 25, Gr Flr, Community Center, Plot No 2, Block B & BDShalimar BaghNew Delhi - 110088",+918042754444, 10:00 PM,Delhi,28.712941,77.158311
129," KFC 17/18 & 25A & 26, Plot No 4B, Tower A, Phase 1 ExtMayur ViharNew Delhi - 110091",+918042754444, 11:00 PM,Delhi,28.594272,77.298502
130," KFC KFC Akshardham No G/27, 43, 44 & 22, Parshavnath Mall, Akshardham Metro StationPandav NagarNew Delhi - 110092",+918042754444, 11:00 PM,Delhi,28.618022,77.279515
131," KFC KFC Shahdara No 12, Unity One Mall, CBDShahdaraNew Delhi - 110092",+918042754444, 11:00 PM,Delhi,28.660675,77.297748
132, KFC No E/363Nirman ViharNew Delhi - 110092 Opposite V3S mall,+918042754444, 11:00 PM,Delhi,28.636656,77.287505
133, KFC V3S MallNirman ViharNew Delhi - 110092,+918042754444, 10:00 PM,Delhi,28.63729439,77.28677546
134," KFC Vikas Marg No F25, Ground Floor, Preet ViharVikas MargNew Delhi - 110092",+918042754444, 11:00 PM,Delhi,28.64198,77.29631999999999
135," KFC New Ashok Nagar Metro Station SN G/03, GF, Property Development AreaNew Ashok Nagar Metro StationNew Delhi - 110096 Near Multilevel Parking",+918042754444, 09:00 PM,Delhi,28.59114,77.3074031
136," KFC Caculo Enclave Caculo Mall, St InezCaculo EnclavePanaji - 403001 Opposite Fire HQ",+918322231244, 11:00 PM,Goa,15.486361,73.81762000000001
137," KFC Post Office Road Unit 1, Neelam The Grand, Calangute, BardezPost Office RoadNorth Goa - 403516",+918042754444, 11:00 PM,Goa,15.5442782,73.765692
138," KFC Penha de Franca Shop No T 7, 3rd Floor, Mall De Goa, Food Court AreaPenha de FrancaPorvorim - 403521",+918042754444, 11:00 PM,Goa,15.525648,73.8274
139," KFC Margao Shop No 15, L&L Corial Pride Building, Panjim HighwayMargaoMargao - 403601 Near Kadamba Bus Terminus",+918042754444, 11:00 PM,Goa,15.2899404,73.9549976
140, KFC Dabolim Dabolim International AirportDabolimSouth Goa - 403801,+918042754444, 11:06 PM,Goa,15.42242,73.84162120000001
141," KFC Dabolim Shop No AG 8 to AG13, Prabhu's Emerald, Block ADabolimSouth Goa - 403801 Opposite Dominos & Pizza",+918042754444, 11:00 PM,Goa,15.391301,73.849189
142," KFC Chandkheda SN G1 & G2, Swarnim The Business HubChandkhedaAhmedabad - 380005 Opposite SMS Hospital",+918042754444, 11:00 PM,Gujarat,23.114691,72.609951
143," KFC Panchvati Shop No 3 & 4, 3rd Eye Two Complex, Building No 2, CG RoadPanchvatiAhmedabad - 380009 Near Parimal Garden",+918042754444, 11:00 PM,Gujarat,23.0212749,72.55542
144," KFC Prahlad Nagar Shop No 13 to 16, GF, Pushpak Complex, SG HighwayPrahlad NagarAhmedabad - 380015 Opposite Prahlad Nagar Garden",+918042754444, 11:00 PM,Gujarat,23.011615,72.50502
145," KFC Terminal 1 1st Floor, Lite Bite Foods Pvt Ltd, Sardarvallabh Bhai AirportTerminal 1Ahmedabad - 380015",+918042754444, 11:00 PM,Gujarat,23.07355,72.6245358
146," KFC Vastrapur Lake Alpha 1 Mall ,TP No 1, FP No 216, Food CourtVastrapur LakeAhmedabad - 380054",+918042754444, 09:30 PM,Gujarat,23.040177,72.53103
147," KFC Science city Ground Floor, Science City, The ObeliskSolaAhmedabad - 380060 Near Science City Cross Road",+917208995757, 08:30 PM,Gujarat,23.079791,72.501418
148, KFC Vithal Udyognagar Sarvodaya SocietyVithal UdyognagarAnand - 388345 Opposite Anand Sojitra Road,+918042754444, 11:00 PM,Gujarat,22.54185,72.94654
149," KFC Wadi Wadi Road Ground Floor, Central Mall, Genda CircleWadi Wadi RoadVadodara - 390007",+918042754444, 09:30 PM,Gujarat,22.317199,73.16965
150," KFC Manjalpur F/10, 3rd Road, Eva The Mall, Patidar Crossing, 3rd RoadManjalpurVadodara - 390011 Near Saraswati Complex",+918042754444, 11:00 PM,Gujarat,22.273412,73.18877999999999
151," KFC Gorawa 2nd Floor, Food Court, Inorbit Mall, Alembic RoadGorawaBaroda - 390023",+918042754444, 11:00 PM,Gujarat,22.3225909,73.16546769999999
152," KFC Bharthana KFC, NH 8, Karjan HighwayBharthanaVadodara - 391244 Near Karjan Toll Naka",+918042754444, 09:30 PM,Gujarat,22.024215,73.11750000000001
153," KFC Katargram Shop No G/63B, 64 & 65, Ground Floor, Laxmi Enclave 2KatargramSurat - 395004 Opposite Gajera School",+918042754444, 11:00 PM,Gujarat,21.23245,72.83596
154," KFC Piplod No G/6, International Business Centre, Surat Dumas RoadPiplodSurat - 395007 Near Big Bazaar",+918042754444, 11:00 PM,Gujarat,21.15819,72.76937
155," KFC Magdalla 310 D, 3rd Floor, VR Mall, Dumas RoadMagdallaSurat - 395007",+918042754444, 11:00 PM,Gujarat,21.1545483,72.7626573
156," KFC KFC LP Sawani UN G1B, Gr Flr, Shivalik Western, LP Savani Road, TBG RoadAdajanSurat - 395009 Opposite Green Venue",+918042754444, 11:00 PM,Gujarat,21.1933236,72.7867004
157, KFC KFC Piyush Mahindra Mall Dushera GroundNew Industrial TownFaridabad - 121001,+918042754444, 11:00 PM,Haryana,28.389639,77.297255
158," KFC Sector 35 SN 22 & 23, 2nd Flr, Crown Interior MallSector 35Faridabad - 121003",+918042754444, 10:00 PM,Haryana,28.469617,77.30735
159," KFC Sector 79 Shop No 53, Ground Floor, Omaxe World StreetSector 79Faridabad - 121004",+918042754444, 11:00 PM,Haryana,28.38712,77.35263999999999
